task_id,perm_id,variance,avg_jaccard,num_tools
12,0,0.8400000000000001,0.5333333333333333,10
12,1,1.0,0.4444444444444444,10
12,2,1.4400000000000002,0.23555555555555555,10
12,3,0.8400000000000001,0.5185185185185186,10
12,4,0.49000000000000005,0.7407407407407406,10
13,0,0.8099999999999999,0.5925925925925926,10
13,1,1.4,0.38851851851851854,10
13,2,0.9600000000000002,0.46111111111111114,10
13,3,0.8099999999999999,0.44444444444444436,10
13,4,0.25,0.6703703703703704,10
14,0,1.0,0.28888888888888886,10
14,1,0.8400000000000001,0.4,10
14,2,0.6400000000000001,0.6444444444444445,10
14,3,0.8399999999999999,0.5333333333333333,10
14,4,0.9600000000000002,0.4666666666666667,10
15,0,2.0099999999999993,0.6388888888888888,10
15,1,8.44,0.297037037037037,10
15,2,1.8099999999999998,0.3148148148148148,10
15,3,8.41,0.22851851851851848,10
15,4,2.41,0.274074074074074,10
16,0,5.160000000000001,0.38333333333333336,10
16,1,1.0,0.35555555555555557,10
16,2,0.8399999999999999,0.4,10
16,3,0.36,0.35555555555555557,10
16,4,0.6400000000000001,0.6444444444444445,10
17,0,1.65,0.3659259259259259,10
17,1,1.44,0.6444444444444445,10
17,2,0.8099999999999999,0.7111111111111111,10
17,3,1.44,0.4888888888888889,10
17,4,0.15999999999999998,0.8088888888888889,10
18,0,1.36,0.5555555555555556,10
18,1,0.9600000000000002,0.4666666666666667,10
18,2,1.0,0.4444444444444444,10
18,3,0.96,0.4666666666666667,10
18,4,0.9600000000000002,0.4666666666666667,10
19,0,1.2900000000000003,0.40555555555555556,10
19,1,1.21,0.49444444444444446,10
19,2,0.8099999999999999,0.5925925925925926,10
19,3,1.6,0.4259259259259259,10
19,4,2.2900000000000005,0.3518518518518518,10
20,0,0.6400000000000001,0.4888888888888889,10
20,1,0.24000000000000005,0.5888888888888889,10
20,2,0.6400000000000001,0.6444444444444445,10
20,3,0.6400000000000001,0.6444444444444445,10
20,4,0.0,1.0,10
21,0,0.8100000000000002,0.36666666666666664,10
21,1,0.49000000000000005,0.3111111111111111,10
21,2,0.48999999999999994,0.35555555555555557,10
21,3,0.8399999999999999,0.5333333333333333,10
21,4,0.9600000000000002,0.4666666666666667,10
22,0,0.16,0.37777777777777777,10
22,1,0.45,0.43333333333333335,10
22,2,2.96,0.23333333333333334,10
22,3,0.45,0.37777777777777777,10
22,4,0.36000000000000004,0.14444444444444443,10
23,0,3.44,0.162010582010582,10
23,1,0.49000000000000005,0.32962962962962966,10
23,2,4.41,0.20740740740740737,10
23,3,0.49000000000000005,0.3333333333333333,10
23,4,1.65,0.29333333333333333,10
24,0,6.4,0.6063492063492064,10
24,1,10.16,0.33968253968253964,10
24,2,8.440000000000001,0.5015873015873016,10
24,3,8.44,0.5015873015873016,10
24,4,9.209999999999999,0.45079365079365086,10
25,0,4.05,0.32396825396825396,10
25,1,6.04,0.4060317460317461,10
25,2,4.4399999999999995,0.22814814814814816,10
25,3,4.96,0.4747354497354498,10
25,4,7.159999999999999,0.38306878306878306,10
26,0,0.0,1.0,10
26,1,0.6400000000000001,0.6444444444444445,10
26,2,0.64,0.6444444444444445,10
26,3,0.65,0.35555555555555557,10
26,4,0.36000000000000004,0.8,10
27,0,0.09,0.9333333333333331,10
27,1,0.6400000000000001,0.6444444444444445,10
27,2,0.8399999999999999,0.5333333333333333,10
27,3,0.96,0.4666666666666667,10
27,4,0.64,0.6444444444444445,10
28,0,0.8399999999999999,0.4444444444444444,10
28,1,1.2899999999999998,0.5333333333333334,10
28,2,1.05,0.41481481481481475,10
28,3,0.9600000000000002,0.4666666666666667,10
28,4,1.2100000000000002,0.26666666666666666,10
29,0,1.2,0.5259259259259259,10
29,1,0.36000000000000004,0.6814814814814815,10
29,2,1.44,0.6444444444444445,10
29,3,1.2,0.5259259259259259,10
29,4,1.21,0.28148148148148144,10
30,0,0.49000000000000005,0.2962962962962963,10
30,1,0.2,0.5444444444444444,10
30,2,0.20999999999999996,0.3111111111111111,10
30,3,0.29,0.5666666666666667,10
30,4,0.49000000000000005,0.4222222222222222,10
31,0,0.49000000000000005,0.7407407407407406,10
31,1,0.96,0.4666666666666667,10
31,2,0.8099999999999999,0.5925925925925926,10
31,3,0.49000000000000005,0.5629629629629629,10
31,4,0.8400000000000001,0.5333333333333333,10
32,0,1.6900000000000002,0.4444444444444444,10
32,1,2.8400000000000003,0.3262962962962963,10
32,2,2.16,0.39555555555555555,10
32,3,1.56,0.37592592592592594,10
32,4,0.8399999999999999,0.32592592592592595,10
33,0,3.3600000000000003,0.5333333333333333,10
33,1,2.56,0.4888888888888889,10
33,2,1.6099999999999999,0.6955555555555556,10
33,3,1.4400000000000002,0.8,10
33,4,3.3600000000000003,0.5333333333333333,10
34,0,0.6400000000000001,0.6444444444444445,10
34,1,0.0,1.0,10
34,2,7.5600000000000005,0.4,10
34,3,0.9600000000000002,0.4666666666666667,10
34,4,0.8399999999999999,0.5333333333333333,10
35,0,1.89,0.5333333333333333,10
35,1,1.89,0.5333333333333333,10
35,2,1.89,0.3111111111111111,10
35,3,1.89,0.4222222222222222,10
35,4,1.44,0.6333333333333333,10
36,0,4.5600000000000005,0.5999999999999999,10
36,1,3.1599999999999997,0.7481481481481482,10
36,2,7.409999999999999,0.33333333333333337,10
36,3,0.43999999999999995,0.7812698412698413,10
36,4,5.76,0.4888888888888889,10
37,0,6.409999999999999,0.3611111111111111,10
37,1,5.65,0.2936507936507936,10
37,2,7.409999999999999,0.2916666666666667,10
37,3,2.04,0.41481481481481486,10
37,4,3.09,0.35555555555555557,10
38,0,1.4400000000000002,0.8,10
38,1,2.5600000000000005,0.6444444444444445,10
38,2,3.3600000000000003,0.5333333333333333,10
38,3,1.4400000000000002,0.8,10
38,4,1.44,0.8,10
39,0,0.8900000000000002,0.35555555555555557,10
39,1,0.8,0.26666666666666666,10
39,2,0.65,0.3851851851851852,10
39,3,0.24000000000000005,0.35555555555555557,10
39,4,1.5599999999999998,0.3037037037037037,10
40,0,0.6400000000000001,0.6444444444444445,10
40,1,0.49000000000000005,0.7407407407407406,10
40,2,0.8399999999999999,0.5333333333333333,10
40,3,0.09,0.7407407407407408,10
40,4,0.36000000000000004,0.8,10
41,0,0.9600000000000002,0.4666666666666667,10
41,1,0.9600000000000002,0.4666666666666667,10
41,2,0.9600000000000002,0.4666666666666667,10
41,3,0.36000000000000004,0.8,10
41,4,0.0,1.0,10
42,0,0.09,0.6855555555555557,10
42,1,0.15999999999999998,0.6711111111111111,10
42,2,2.2399999999999998,0.3333333333333333,10
42,3,2.56,0.3333333333333333,10
42,4,1.6099999999999999,0.2088888888888889,10
43,0,1.65,0.6055555555555555,10
43,1,2.25,0.4444444444444444,10
43,2,1.44,0.6444444444444445,10
43,3,1.89,0.5333333333333333,10
43,4,2.16,0.4666666666666667,10
44,0,2.5600000000000005,0.6444444444444445,10
44,1,1.4400000000000002,0.7288888888888888,10
44,2,3.8400000000000007,0.4666666666666667,10
44,3,2.5600000000000005,0.6444444444444445,10
44,4,3.3599999999999994,0.48000000000000004,10
45,0,0.96,0.5555555555555556,10
45,1,0.6400000000000001,0.4888888888888889,10
45,2,0.9600000000000002,0.4666666666666667,10
45,3,0.36,0.5185185185185186,10
45,4,0.64,0.6444444444444445,10
46,0,5.44,0.15888888888888889,10
46,1,3.6900000000000004,0.5,10
46,2,4.24,0.29608465608465606,10
46,3,4.05,0.17267195767195767,10
46,4,2.6399999999999997,0.35185185185185186,10
47,0,1.56,0.3888888888888889,10
47,1,1.24,0.24444444444444444,10
47,2,2.04,0.20740740740740743,10
47,3,0.69,0.18777777777777777,10
47,4,1.05,0.31666666666666665,10
48,0,1.0,0.4444444444444444,10
48,1,0.9600000000000002,0.4666666666666667,10
48,2,0.36,0.8,10
48,3,0.6400000000000001,0.6444444444444445,10
48,4,0.9600000000000002,0.35555555555555557,10
49,0,0.8400000000000001,0.5333333333333333,10
49,1,1.85,0.38703703703703696,10
49,2,0.96,0.4666666666666667,10
49,3,0.49000000000000005,0.34444444444444444,10
49,4,1.16,0.5666666666666667,10
50,0,0.8099999999999999,0.4666666666666667,10
50,1,0.8399999999999999,0.5333333333333333,10
50,2,0.96,0.35555555555555557,10
50,3,1.2400000000000002,0.4592592592592592,10
50,4,0.0,0.8,10
51,0,3.3600000000000003,0.4,10
51,1,3.2400000000000007,0.4666666666666667,10
51,2,0.2,0.6933333333333334,10
51,3,2.5600000000000005,0.4888888888888889,10
51,4,2.4,0.4,10
52,0,2.09,0.4574074074074074,10
52,1,2.09,0.337037037037037,10
52,2,1.65,0.29999999999999993,10
52,3,2.2900000000000005,0.3888888888888889,10
52,4,1.65,0.2037037037037037,10
53,0,10.76,0.21259259259259258,10
53,1,16.040000000000003,0.3571428571428571,10
53,2,14.809999999999999,0.25118718608914686,10
53,3,17.21,0.20740740740740743,10
53,4,6.760000000000001,0.14790123456790125,10
54,0,1.65,0.19629629629629627,10
54,1,1.81,0.2614814814814815,10
54,2,8.09,0.294040404040404,10
54,3,0.76,0.36296296296296293,10
54,4,2.85,0.2722222222222222,10
55,0,1.8400000000000003,0.5108024691358025,10
55,1,2.05,0.3085185185185185,10
55,2,4.49,0.36052910052910053,10
55,3,2.29,0.4822222222222222,10
55,4,7.239999999999999,0.3534391534391534,10
56,0,1.0,0.35555555555555557,10
56,1,1.44,0.6814814814814815,10
56,2,0.9600000000000002,0.26666666666666666,10
56,3,0.96,0.35555555555555557,10
56,4,0.6400000000000001,0.4888888888888889,10
57,0,3.6399999999999997,0.2511111111111111,10
57,1,2.6,0.5666666666666667,10
57,2,3.560000000000001,0.4,10
57,3,3.2900000000000005,0.21333333333333332,10
57,4,4.16,0.42592592592592593,10
58,0,1.2099999999999997,0.4722222222222222,10
58,1,2.3600000000000003,0.3237037037037037,10
58,2,1.3599999999999999,0.3829629629629629,10
58,3,0.89,0.26666666666666666,10
58,4,0.6100000000000001,0.2962962962962963,10
59,0,6.25,0.4444444444444444,10
59,1,2.25,0.6222222222222222,10
59,2,4.5600000000000005,0.45185185185185184,10
59,3,6.040000000000001,0.5259259259259259,10
59,4,7.56,0.4,10
60,0,0.64,0.4888888888888889,10
60,1,2.21,0.29259259259259257,10
60,2,1.2900000000000003,0.41481481481481475,10
60,3,1.05,0.4888888888888889,10
60,4,0.96,0.3611111111111111,10
61,0,2.5600000000000005,0.6444444444444445,10
61,1,3.8400000000000007,0.4666666666666667,10
61,2,3.84,0.4666666666666667,10
61,3,3.84,0.4666666666666667,10
61,4,1.4400000000000002,0.8,10
62,0,5.25,0.5333333333333333,10
62,1,6.25,0.4444444444444444,10
62,2,6.49,0.34074074074074073,10
62,3,4.0,0.6444444444444445,10
62,4,5.25,0.5333333333333333,10
63,0,2.8900000000000006,0.3740740740740741,10
63,1,1.56,0.2866666666666666,10
63,2,2.21,0.2148148148148148,10
63,3,0.16000000000000006,0.6444444444444445,10
63,4,2.16,0.24888888888888888,10
64,0,1.36,0.2711111111111111,10
64,1,1.16,0.25555555555555554,10
64,2,1.2099999999999997,0.2222222222222222,10
64,3,1.29,0.19777777777777777,10
64,4,0.8399999999999999,0.3259259259259259,10
65,0,1.8899999999999995,0.4666666666666667,10
65,1,3.0100000000000002,0.45888888888888885,10
65,2,1.09,0.7133333333333334,10
65,3,3.6100000000000003,0.3611111111111111,10
65,4,2.3600000000000003,0.4340740740740741,10
66,0,0.6100000000000001,0.26666666666666666,10
66,1,0.8400000000000002,0.5185185185185185,10
66,2,0.6100000000000001,0.2777777777777778,10
66,3,0.6900000000000002,0.20740740740740743,10
66,4,0.8100000000000002,0.43333333333333335,10
67,0,2.56,0.3940740740740741,10
67,1,1.41,0.44444444444444453,10
67,2,2.3600000000000003,0.3333333333333333,10
67,3,0.8099999999999999,0.4444444444444444,10
67,4,1.29,0.41481481481481486,10
68,0,5.25,0.5333333333333333,10
68,1,0.0,1.0,10
68,2,4.0,0.6444444444444445,10
68,3,4.0,0.6444444444444445,10
68,4,0.0,1.0,10
69,0,2.0100000000000002,0.4296296296296296,10
69,1,2.6900000000000004,0.31333333333333335,10
69,2,2.1599999999999997,0.5,10
69,3,2.8,0.4222222222222222,10
69,4,2.0900000000000003,0.3907407407407407,10
70,0,5.01,0.35597883597883595,10
70,1,4.49,0.2946031746031746,10
70,2,4.290000000000001,0.4279365079365079,10
70,3,4.160000000000001,0.48825396825396833,10
70,4,5.36,0.3357671957671958,10
71,0,0.0,0.3879365079365079,10
71,1,2.56,0.36296296296296304,10
71,2,3.04,0.3682539682539682,10
71,3,3.3599999999999994,0.3022222222222222,10
71,4,2.5600000000000005,0.5822222222222223,10
72,0,3.84,0.4666666666666667,10
72,1,2.81,0.5066666666666667,10
72,2,0.36,0.4888888888888889,10
72,3,3.04,0.5911111111111111,10
72,4,3.3600000000000003,0.5333333333333333,10
73,0,0.8099999999999999,0.7111111111111111,10
73,1,1.09,0.38703703703703696,10
73,2,1.44,0.6444444444444445,10
73,3,1.44,0.43111111111111106,10
73,4,1.44,0.6444444444444445,10
74,0,0.96,0.4666666666666667,10
74,1,0.96,0.4666666666666667,10
74,2,0.6400000000000001,0.5407407407407407,10
74,3,0.64,0.4888888888888889,10
74,4,0.6400000000000001,0.4888888888888889,10
75,0,0.9600000000000002,0.4666666666666667,10
75,1,1.44,0.2962962962962963,10
75,2,1.4400000000000002,0.38592592592592595,10
75,3,1.05,0.2925925925925926,10
75,4,1.2900000000000005,0.39629629629629626,10
76,0,1.6900000000000002,0.25296296296296295,10
76,1,3.0100000000000007,0.4003703703703704,10
76,2,2.96,0.30666666666666664,10
76,3,1.81,0.37777777777777777,10
76,4,1.44,0.39629629629629637,10
77,0,1.2,0.5259259259259259,10
77,1,1.6,0.43703703703703706,10
77,2,1.65,0.37777777777777777,10
77,3,1.4100000000000001,0.33148148148148143,10
77,4,1.21,0.4296296296296296,10
78,0,3.2,0.1761904761904762,10
78,1,5.24,0.26445326278659614,10
78,2,2.04,0.39095238095238094,10
78,3,6.21,0.16195767195767197,10
78,4,1.21,0.5037037037037037,10
79,0,1.9600000000000002,0.4222222222222222,10
79,1,0.44000000000000006,0.6933333333333334,10
79,2,1.4099999999999997,0.3296296296296296,10
79,3,2.24,0.33629629629629626,10
79,4,0.0,1.0,10
80,0,0.6400000000000001,0.4888888888888889,10
80,1,0.6400000000000001,0.5407407407407407,10
80,2,0.8400000000000001,0.35555555555555557,10
80,3,0.8399999999999999,0.5333333333333333,10
80,4,0.96,0.39259259259259255,10
